Object_ID,Validity_From,Validity_To,State,Object_Type
OBJ10594,20241107,20250723,Planning,Type_D
OBJ10594,20250724,20271113,Active,Type_D
OBJ10595,20240720,20250311,Planning,Type_D
OBJ10595,20250312,20261216,Active,Type_D
OBJ10596,20250313,20260423,Planning,Type_A
OBJ10596,20260424,20271028,Active,Type_A
OBJ10597,20241127,20251120,Planning,Type_C
OBJ10597,20251121,20290117,Active,Type_C
OBJ10598,20240124,20250918,Planning,Type_A
OBJ10598,20250919,20280619,Active,Type_A
OBJ10599,20240807,20260221,Planning,Type_D
OBJ10599,20260222,20270926,Active,Type_D
OBJ10600,20250319,20260305,Planning,Type_D
OBJ10600,20260306,20280405,Active,Type_D
OBJ10601,20250310,20270526,Planning,Type_A
OBJ10601,20270527,20290820,Active,Type_A
OBJ10602,20240906,20250719,Planning,Type_D
OBJ10602,20250720,20280619,Active,Type_D
OBJ10603,20240815,20261001,Planning,Type_D
OBJ10603,20261002,20280319,Active,Type_D
OBJ10604,20250223,20260702,Planning,Type_B
OBJ10604,20260703,20290813,Active,Type_B
OBJ10605,20250105,20260125,Planning,Type_C
OBJ10605,20260126,20270416,Active,Type_C
OBJ10606,20240924,20270114,Planning,Type_A
OBJ10606,20270115,20280326,Active,Type_A
OBJ10607,20240209,20240916,Planning,Type_B
OBJ10607,20240917,20271002,Active,Type_B
OBJ10608,20241220,20261209,Planning,Type_A
OBJ10608,20261210,20271005,Active,Type_A
OBJ10609,20250422,20270629,Planning,Type_D
OBJ10609,20270630,20281108,Active,Type_D
OBJ10610,20240114,20250630,Planning,Type_D
OBJ10610,20250701,20260118,Active,Type_D
OBJ10611,20241019,20261110,Planning,Type_C
OBJ10611,20261111,20280411,Active,Type_C
OBJ10612,20241111,20260614,Planning,Type_B
OBJ10612,20260615,20280914,Active,Type_B
OBJ10613,20240818,20250528,Planning,Type_B
OBJ10613,20250529,20260423,Active,Type_B
OBJ10614,20241121,20251031,Planning,Type_C
OBJ10614,20251101,20281026,Active,Type_C
OBJ10615,20240128,20241019,Planning,Type_A
OBJ10615,20241020,20251017,Active,Type_A
OBJ10616,20240917,20260627,Planning,Type_A
OBJ10616,20260628,20280312,Active,Type_A
OBJ10617,20250315,20270807,Planning,Type_D
OBJ10617,20270808,20281220,Active,Type_D
OBJ10618,20241029,20260227,Planning,Type_C
OBJ10618,20260228,20271015,Active,Type_C
OBJ10619,20240713,20261020,Planning,Type_B
OBJ10619,20261021,20280202,Active,Type_B
OBJ10620,20250402,20270615,Planning,Type_D
OBJ10620,20270616,20300217,Active,Type_D
OBJ10621,20241215,20260628,Planning,Type_D
OBJ10621,20260629,20270928,Active,Type_D
OBJ10622,20241002,20270303,Planning,Type_A
OBJ10622,20270304,20300518,Active,Type_A
OBJ10623,20241108,20261223,Planning,Type_A
OBJ10623,20261224,20291213,Active,Type_A
OBJ10624,20241010,20250826,Planning,Type_D
OBJ10624,20250827,20260629,Active,Type_D
OBJ10625,20240623,20250731,Planning,Type_A
OBJ10625,20250801,20260731,Active,Type_A
OBJ10626,20250511,20270820,Planning,Type_A
OBJ10626,20270821,20290914,Active,Type_A
OBJ10627,20240604,20251222,Planning,Type_D
OBJ10627,20251223,20280628,Active,Type_D
OBJ10628,20240417,20250711,Planning,Type_B
OBJ10628,20250712,20280910,Active,Type_B
OBJ10629,20250104,20260621,Planning,Type_D
OBJ10629,20260622,20281010,Active,Type_D
OBJ10630,20241019,20250526,Planning,Type_A
OBJ10630,20250527,20260920,Active,Type_A
OBJ10631,20240101,20241114,Planning,Type_A
OBJ10631,20241115,20250707,Active,Type_A
OBJ10632,20250429,20260112,Planning,Type_B
OBJ10632,20260113,20281114,Active,Type_B
OBJ10633,20250511,20271018,Planning,Type_A
OBJ10633,20271019,20281127,Active,Type_A
OBJ10634,20250504,20260822,Planning,Type_D
OBJ10634,20260823,20290131,Active,Type_D
OBJ10635,20240803,20251027,Planning,Type_B
OBJ10635,20251028,20280803,Active,Type_B
OBJ10636,20250426,20260616,Planning,Type_B
OBJ10636,20260617,20271104,Active,Type_B
OBJ10637,20240703,20250226,Planning,Type_A
OBJ10637,20250227,20260425,Active,Type_A
OBJ10638,20250509,20270125,Planning,Type_D
OBJ10638,20270126,20280207,Active,Type_D
OBJ10639,20250303,20260709,Planning,Type_C
OBJ10639,20260710,20290526,Active,Type_C
OBJ10640,20250118,20270505,Planning,Type_C
OBJ10640,20270506,20300211,Active,Type_C
OBJ10641,20241201,20260628,Planning,Type_D
OBJ10641,20260629,20270122,Active,Type_D
OBJ10642,20241206,20251030,Planning,Type_B
OBJ10642,20251031,20280702,Active,Type_B
OBJ10643,20241217,20260627,Planning,Type_A
OBJ10643,20260628,20280613,Active,Type_A
OBJ10644,20240326,20250404,Planning,Type_C
OBJ10644,20250405,20280101,Active,Type_C
OBJ10645,20241106,20250920,Planning,Type_A
OBJ10645,20250921,20261112,Active,Type_A
OBJ10646,20250402,20261206,Planning,Type_C
OBJ10646,20261207,20271016,Active,Type_C
OBJ10647,20240524,20260531,Planning,Type_B
OBJ10647,20260601,20280925,Active,Type_B
OBJ10648,20240819,20261015,Planning,Type_C
OBJ10648,20261016,20300114,Active,Type_C
OBJ10649,20241210,20250628,Planning,Type_D
OBJ10649,20250629,20260610,Active,Type_D
OBJ10650,20250408,20270809,Planning,Type_C
OBJ10650,20270810,20280418,Active,Type_C
OBJ10651,20240309,20250920,Planning,Type_D
OBJ10651,20250921,20271201,Active,Type_D
OBJ10652,20240807,20260920,Planning,Type_B
OBJ10652,20260921,20281113,Active,Type_B
OBJ10653,20240617,20250401,Planning,Type_A
OBJ10653,20250402,20270906,Active,Type_A
OBJ10654,20240313,20260510,Planning,Type_A
OBJ10654,20260511,20270504,Active,Type_A
OBJ10655,20250403,20260908,Planning,Type_A
OBJ10655,20260909,20281126,Active,Type_A
OBJ10656,20240411,20260305,Planning,Type_A
OBJ10656,20260306,20280626,Active,Type_A
OBJ10657,20240119,20251102,Planning,Type_B
OBJ10657,20251103,20270915,Active,Type_B
OBJ10658,20250131,20260524,Planning,Type_B
OBJ10658,20260525,20290409,Active,Type_B
OBJ10659,20241126,20270316,Planning,Type_A
OBJ10659,20270317,20280910,Active,Type_A
OBJ10660,20241105,20260821,Planning,Type_B
OBJ10660,20260822,20281030,Active,Type_B
OBJ10661,20240522,20250210,Planning,Type_A
OBJ10661,20250211,20251113,Active,Type_A
OBJ10662,20240717,20250624,Planning,Type_B
OBJ10662,20250625,20280715,Active,Type_B
OBJ10663,20241111,20270124,Planning,Type_C
OBJ10663,20270125,20281127,Active,Type_C
OBJ10664,20241031,20260927,Planning,Type_A
OBJ10664,20260928,20280131,Active,Type_A
OBJ10665,20240411,20250721,Planning,Type_D
OBJ10665,20250722,20280622,Active,Type_D
OBJ10666,20240419,20241107,Planning,Type_D
OBJ10666,20241108,20250819,Active,Type_D
OBJ10667,20241123,20260903,Planning,Type_B
OBJ10667,20260904,20280618,Active,Type_B
OBJ10668,20240426,20250620,Planning,Type_D
OBJ10668,20250621,20260609,Active,Type_D
OBJ10669,20240112,20241209,Planning,Type_A
OBJ10669,20241210,20280317,Active,Type_A
OBJ10670,20241019,20260302,Planning,Type_D
OBJ10670,20260303,20280927,Active,Type_D
OBJ10671,20240212,20250807,Planning,Type_C
OBJ10671,20250808,20270115,Active,Type_C
OBJ10672,20250512,20261126,Planning,Type_B
OBJ10672,20261127,20291121,Active,Type_B
OBJ10673,20250507,20251213,Planning,Type_C
OBJ10673,20251214,20270812,Active,Type_C
OBJ10674,20241201,20251013,Planning,Type_C
OBJ10674,20251014,20260902,Active,Type_C
OBJ10675,20241007,20250614,Planning,Type_C
OBJ10675,20250615,20280222,Active,Type_C
OBJ10676,20241003,20250908,Planning,Type_D
OBJ10676,20250909,20270710,Active,Type_D
OBJ10677,20241016,20260402,Planning,Type_C
OBJ10677,20260403,20290330,Active,Type_C
OBJ10678,20250510,20261203,Planning,Type_D
OBJ10678,20261204,20290105,Active,Type_D
OBJ10679,20240127,20260613,Planning,Type_B
OBJ10679,20260614,20290119,Active,Type_B
OBJ10680,20241017,20270211,Planning,Type_D
OBJ10680,20270212,20280121,Active,Type_D
OBJ10681,20250223,20270712,Planning,Type_B
OBJ10681,20270713,20291116,Active,Type_B
OBJ10682,20250308,20270505,Planning,Type_B
OBJ10682,20270506,20290826,Active,Type_B
OBJ10683,20241210,20260612,Planning,Type_B
OBJ10683,20260613,20280401,Active,Type_B
OBJ10684,20241216,20251019,Planning,Type_C
OBJ10684,20251020,20271214,Active,Type_C
OBJ10685,20250131,20260124,Planning,Type_C
OBJ10685,20260125,20280317,Active,Type_C
OBJ10686,20241107,20260121,Planning,Type_C
OBJ10686,20260122,20290304,Active,Type_C
OBJ10687,20241024,20250616,Planning,Type_A
OBJ10687,20250617,20260327,Active,Type_A
OBJ10688,20250108,20260815,Planning,Type_D
OBJ10688,20260816,20270822,Active,Type_D
OBJ10689,20240621,20260103,Planning,Type_D
OBJ10689,20260104,20280201,Active,Type_D
OBJ10690,20240520,20250402,Planning,Type_C
OBJ10690,20250403,20260723,Active,Type_C
OBJ10691,20240807,20250320,Planning,Type_B
OBJ10691,20250321,20270311,Active,Type_B
OBJ10692,20240110,20250809,Planning,Type_C
OBJ10692,20250810,20271120,Active,Type_C
OBJ10693,20240618,20260810,Planning,Type_A
OBJ10693,20260811,20270728,Active,Type_A
OBJ10694,20240218,20250205,Planning,Type_D
OBJ10694,20250206,20271231,Active,Type_D
OBJ10695,20240308,20241112,Planning,Type_A
OBJ10695,20241113,20270326,Active,Type_A
OBJ10696,20240409,20241224,Planning,Type_C
OBJ10696,20241225,20251226,Active,Type_C
OBJ10697,20241210,20251120,Planning,Type_B
OBJ10697,20251121,20281209,Active,Type_B
OBJ10698,20250402,20261231,Planning,Type_D
OBJ10698,20270101,20280317,Active,Type_D
OBJ10699,20240623,20260723,Planning,Type_A
OBJ10699,20260724,20280605,Active,Type_A
OBJ10700,20240813,20270102,Planning,Type_D
OBJ10700,20270103,20290412,Active,Type_D
OBJ10701,20250409,20270818,Planning,Type_A
OBJ10701,20270819,20290511,Active,Type_A
OBJ10702,20240522,20260130,Planning,Type_A
OBJ10702,20260131,20290502,Active,Type_A
OBJ10703,20240608,20260531,Planning,Type_C
OBJ10703,20260601,20280927,Active,Type_C
OBJ10704,20240318,20241219,Planning,Type_A
OBJ10704,20241220,20261128,Active,Type_A
OBJ10705,20240910,20260211,Planning,Type_A
OBJ10705,20260212,20281110,Active,Type_A
OBJ10706,20240325,20260730,Planning,Type_C
OBJ10706,20260731,20290530,Active,Type_C
OBJ10707,20250108,20270424,Planning,Type_B
OBJ10707,20270425,20280425,Active,Type_B
OBJ10708,20240828,20260617,Planning,Type_A
OBJ10708,20260618,20290928,Active,Type_A
OBJ10709,20240706,20251119,Planning,Type_D
OBJ10709,20251120,20271120,Active,Type_D
OBJ10710,20240805,20250602,Planning,Type_D
OBJ10710,20250603,20270626,Active,Type_D
OBJ10711,20240615,20260913,Planning,Type_D
OBJ10711,20260914,20270507,Active,Type_D
OBJ10712,20240816,20260219,Planning,Type_D
OBJ10712,20260220,20280714,Active,Type_D
OBJ10713,20240313,20260708,Planning,Type_C
OBJ10713,20260709,20280112,Active,Type_C
OBJ10714,20240310,20251124,Planning,Type_C
OBJ10714,20251125,20290307,Active,Type_C
OBJ10715,20240925,20261025,Planning,Type_D
OBJ10715,20261026,20290818,Active,Type_D
OBJ10716,20250319,20270305,Planning,Type_B
OBJ10716,20270306,20281122,Active,Type_B
OBJ10717,20240608,20250522,Planning,Type_C
OBJ10717,20250523,20280123,Active,Type_C
OBJ10718,20240718,20260818,Planning,Type_B
OBJ10718,20260819,20270512,Active,Type_B
OBJ10719,20241026,20260529,Planning,Type_B
OBJ10719,20260530,20270211,Active,Type_B
OBJ10720,20241207,20251101,Planning,Type_C
OBJ10720,20251102,20280516,Active,Type_C
OBJ10721,20240914,20261206,Planning,Type_D
OBJ10721,20261207,20280119,Active,Type_D
OBJ10722,20241219,20261020,Planning,Type_C
OBJ10722,20261021,20290714,Active,Type_C
OBJ10723,20240920,20270129,Planning,Type_D
OBJ10723,20270130,20291106,Active,Type_D
OBJ10724,20240205,20251118,Planning,Type_B
OBJ10724,20251119,20280928,Active,Type_B
OBJ10725,20241013,20260227,Planning,Type_A
OBJ10725,20260228,20270723,Active,Type_A
OBJ10726,20240415,20260120,Planning,Type_D
OBJ10726,20260121,20280608,Active,Type_D
OBJ10727,20240224,20240922,Planning,Type_A
OBJ10727,20240923,20270127,Active,Type_A
OBJ10728,20250130,20270527,Planning,Type_D
OBJ10728,20270528,20300819,Active,Type_D
OBJ10729,20240523,20260603,Planning,Type_C
OBJ10729,20260604,20270814,Active,Type_C
OBJ10730,20241213,20270319,Planning,Type_C
OBJ10730,20270320,20280117,Active,Type_C
OBJ10731,20240105,20250327,Planning,Type_B
OBJ10731,20250328,20261012,Active,Type_B
OBJ10732,20240430,20250828,Planning,Type_A
OBJ10732,20250829,20260812,Active,Type_A
OBJ10733,20250329,20261124,Planning,Type_D
OBJ10733,20261125,20300214,Active,Type_D
OBJ10734,20240818,20250813,Planning,Type_D
OBJ10734,20250814,20280423,Active,Type_D
OBJ10735,20240207,20260106,Planning,Type_D
OBJ10735,20260107,20280801,Active,Type_D
OBJ10736,20240521,20260401,Planning,Type_A
OBJ10736,20260402,20280811,Active,Type_A
OBJ10737,20240824,20261010,Planning,Type_B
OBJ10737,20261011,20280423,Active,Type_B
OBJ10738,20240914,20260624,Planning,Type_A
OBJ10738,20260625,20290502,Active,Type_A
OBJ10739,20240628,20260224,Planning,Type_C
OBJ10739,20260225,20280709,Active,Type_C
OBJ10740,20250410,20260902,Planning,Type_D
OBJ10740,20260903,20271208,Active,Type_D
OBJ10741,20250209,20260117,Planning,Type_C
OBJ10741,20260118,20270713,Active,Type_C
OBJ10742,20240410,20250627,Planning,Type_D
OBJ10742,20250628,20270518,Active,Type_D
OBJ10743,20240826,20260925,Planning,Type_D
OBJ10743,20260926,20270525,Active,Type_D
OBJ10744,20240322,20251210,Planning,Type_B
OBJ10744,20251211,20280908,Active,Type_B
OBJ10745,20240803,20261220,Planning,Type_B
OBJ10745,20261221,20281012,Active,Type_B
OBJ10746,20240307,20240929,Planning,Type_B
OBJ10746,20240930,20271121,Active,Type_B
OBJ10747,20240313,20251101,Planning,Type_B
OBJ10747,20251102,20270629,Active,Type_B
OBJ10748,20240306,20250129,Planning,Type_C
OBJ10748,20250130,20280305,Active,Type_C
OBJ10749,20240724,20251101,Planning,Type_B
OBJ10749,20251102,20271108,Active,Type_B
OBJ10750,20241007,20260102,Planning,Type_B
OBJ10750,20260103,20281020,Active,Type_B
OBJ10751,20240612,20250402,Planning,Type_A
OBJ10751,20250403,20271210,Active,Type_A
OBJ10752,20240419,20251006,Planning,Type_A
OBJ10752,20251007,20280724,Active,Type_A
OBJ10753,20250115,20261012,Planning,Type_B
OBJ10753,20261013,20291015,Active,Type_B
OBJ10754,20250228,20251010,Planning,Type_C
OBJ10754,20251011,20280210,Active,Type_C
OBJ10755,20250426,20261208,Planning,Type_A
OBJ10755,20261209,20291229,Active,Type_A
OBJ10756,20250327,20270402,Planning,Type_B
OBJ10756,20270403,20280106,Active,Type_B
OBJ10757,20240621,20250118,Planning,Type_D
OBJ10757,20250119,20271015,Active,Type_D
OBJ10758,20240405,20250121,Planning,Type_D
OBJ10758,20250122,20270524,Active,Type_D
OBJ10759,20241129,20261130,Planning,Type_C
OBJ10759,20261201,20290406,Active,Type_C
OBJ10760,20241111,20260819,Planning,Type_A
OBJ10760,20260820,20280331,Active,Type_A
OBJ10761,20241214,20250813,Planning,Type_D
OBJ10761,20250814,20261110,Active,Type_D
OBJ10762,20240229,20260710,Planning,Type_B
OBJ10762,20260711,20280507,Active,Type_B
OBJ10763,20250513,20270429,Planning,Type_C
OBJ10763,20270430,20290224,Active,Type_C
OBJ10764,20240922,20260320,Planning,Type_B
OBJ10764,20260321,20280709,Active,Type_B
OBJ10765,20240923,20270301,Planning,Type_B
OBJ10765,20270302,20280527,Active,Type_B
OBJ10766,20240225,20251218,Planning,Type_C
OBJ10766,20251219,20271006,Active,Type_C
OBJ10767,20240323,20250115,Planning,Type_C
OBJ10767,20250116,20251230,Active,Type_C
OBJ10768,20240604,20250628,Planning,Type_A
OBJ10768,20250629,20270523,Active,Type_A
OBJ10769,20240919,20250625,Planning,Type_C
OBJ10769,20250626,20270215,Active,Type_C
OBJ10770,20240406,20250709,Planning,Type_D
OBJ10770,20250710,20280307,Active,Type_D
OBJ10771,20240209,20241205,Planning,Type_C
OBJ10771,20241206,20260617,Active,Type_C
OBJ10772,20241103,20251228,Planning,Type_D
OBJ10772,20251229,20281013,Active,Type_D
OBJ10773,20240503,20260114,Planning,Type_D
OBJ10773,20260115,20270321,Active,Type_D
OBJ10774,20240303,20260116,Planning,Type_B
OBJ10774,20260117,20280423,Active,Type_B
OBJ10775,20240302,20260113,Planning,Type_C
OBJ10775,20260114,20280102,Active,Type_C
OBJ10776,20240401,20260327,Planning,Type_C
OBJ10776,20260328,20280111,Active,Type_C
OBJ10777,20240326,20260718,Planning,Type_A
OBJ10777,20260719,20280627,Active,Type_A
OBJ10778,20250120,20270304,Planning,Type_C
OBJ10778,20270305,20290920,Active,Type_C
OBJ10779,20240902,20261101,Planning,Type_A
OBJ10779,20261102,20290311,Active,Type_A
OBJ10780,20250415,20261228,Planning,Type_B
OBJ10780,20261229,20300102,Active,Type_B
OBJ10781,20240113,20250228,Planning,Type_A
OBJ10781,20250301,20280529,Active,Type_A
OBJ10782,20250507,20260623,Planning,Type_B
OBJ10782,20260624,20281202,Active,Type_B
OBJ10783,20250429,20260506,Planning,Type_B
OBJ10783,20260507,20280924,Active,Type_B
OBJ10784,20250409,20270306,Planning,Type_D
OBJ10784,20270307,20290822,Active,Type_D
OBJ10785,20240709,20251128,Planning,Type_C
OBJ10785,20251129,20280723,Active,Type_C
OBJ10786,20240426,20260405,Planning,Type_C
OBJ10786,20260406,20280929,Active,Type_C
OBJ10787,20240221,20260524,Planning,Type_B
OBJ10787,20260525,20290112,Active,Type_B
OBJ10788,20240819,20251019,Planning,Type_B
OBJ10788,20251020,20280521,Active,Type_B
OBJ10789,20250311,20261122,Planning,Type_A
OBJ10789,20261123,20281215,Active,Type_A
OBJ10790,20240211,20250929,Planning,Type_A
OBJ10790,20250930,20280102,Active,Type_A
OBJ10791,20240710,20250211,Planning,Type_A
OBJ10791,20250212,20251228,Active,Type_A
OBJ10792,20250228,20260122,Planning,Type_A
OBJ10792,20260123,20261218,Active,Type_A
OBJ10793,20240217,20241002,Planning,Type_D
OBJ10793,20241003,20250726,Active,Type_D
OBJ10794,20240829,20251103,Planning,Type_B
OBJ10794,20251104,20280719,Active,Type_B
OBJ10795,20240721,20250824,Planning,Type_D
OBJ10795,20250825,20281012,Active,Type_D
OBJ10796,20250204,20260211,Planning,Type_C
OBJ10796,20260212,20271210,Active,Type_C
OBJ10797,20250219,20261129,Planning,Type_A
OBJ10797,20261130,20270912,Active,Type_A
OBJ10798,20240108,20250210,Planning,Type_A
OBJ10798,20250211,20270116,Active,Type_A
OBJ10799,20240212,20250918,Planning,Type_C
OBJ10799,20250919,20271218,Active,Type_C
